Starting Discriminator Training...
d-step 1 epoch 1 : .......... average_loss = 0.3276, train_acc = 0.8657, val_acc = 0.0100
d-step 24 epoch 1 : .......... average_loss = 0.1836, train_acc = 0.9272, val_acc = 0.0100
d-step 24 epoch 2 : .......... average_loss = 0.1801, train_acc = 0.9311, val_acc = 0.0100
d-step 24 epoch 3 : .......... average_loss = 0.1770, train_acc = 0.9309, val_acc = 0.0100
d-step 25 epoch 1 : .......... average_loss = 0.1871, train_acc = 0.9268, val_acc = 0.0100
d-step 25 epoch 2 : .......... average_loss = 0.1822, train_acc = 0.9290, val_acc = 0.0100
d-step 25 epoch 3 : .......... average_loss = 0.1795, train_acc = 0.9301, val_acc = 0.0100
d-step 26 epoch 1 : .......... average_loss = 0.1880, train_acc = 0.9249, val_acc = 0.0100
d-step 26 epoch 2 : .......... average_loss = 0.1839, train_acc = 0.9275, val_acc = 0.0100
d-step 26 epoch 3 : .......... average_loss = 0.1808, train_acc = 0.9297, val_acc = 0.0100
d-step 27 epoch 1 : .......... average_loss = 0.1739, train_acc = 0.9293, val_acc = 0.0100
d-step 27 epoch 2 : .......... average_loss = 0.1703, train_acc = 0.9308, val_acc = 0.0100
d-step 27 epoch 3 : .......... average_loss = 0.1676, train_acc = 0.9344, val_acc = 0.0100
d-step 28 epoch 1 : .......... average_loss = 0.1754, train_acc = 0.9311, val_acc = 0.0100
d-step 28 epoch 2 : .......... average_loss = 0.1694, train_acc = 0.9331, val_acc = 0.0100
d-step 28 epoch 3 : .......... average_loss = 0.1669, train_acc = 0.9361, val_acc = 0.0100
d-step 29 epoch 1 : .......... average_loss = 0.1713, train_acc = 0.9339, val_acc = 0.0100
d-step 29 epoch 2 : .......... average_loss = 0.1703, train_acc = 0.9334, val_acc = 0.0100
d-step 29 epoch 3 : .......... average_loss = 0.1659, train_acc = 0.9351, val_acc = 0.0100
d-step 30 epoch 1 : .......... average_loss = 0.1711, train_acc = 0.9320, val_acc = 0.0100
d-step 30 epoch 2 : .......... average_loss = 0.1660, train_acc = 0.9344, val_acc = 0.0100
d-step 30 epoch 3 : .......... average_loss = 0.1627, train_acc = 0.9361, val_acc = 0.0100
d-step 31 epoch 1 : .......... average_loss = 0.1655, train_acc = 0.9345, val_acc = 0.0100
d-step 31 epoch 2 : .......... average_loss = 0.1624, train_acc = 0.9363, val_acc = 0.0100
d-step 31 epoch 3 : .......... average_loss = 0.1584, train_acc = 0.9371, val_acc = 0.0100
d-step 32 epoch 1 : .......... average_loss = 0.1681, train_acc = 0.9342, val_acc = 0.0100
d-step 32 epoch 2 : .......... average_loss = 0.1634, train_acc = 0.9367, val_acc = 0.0100
d-step 32 epoch 3 : .......... average_loss = 0.1598, train_acc = 0.9407, val_acc = 0.0100
d-step 33 epoch 1 : .......... average_loss = 0.1671, train_acc = 0.9355, val_acc = 0.0100
d-step 33 epoch 2 : .......... average_loss = 0.1622, train_acc = 0.9362, val_acc = 0.0100
d-step 33 epoch 3 : .......... average_loss = 0.1602, train_acc = 0.9372, val_acc = 0.0100
d-step 34 epoch 1 : .......... average_loss = 0.1582, train_acc = 0.9362, val_acc = 0.0100
d-step 34 epoch 2 : .......... average_loss = 0.1531, train_acc = 0.9393, val_acc = 0.0100
d-step 34 epoch 3 : .......... average_loss = 0.1506, train_acc = 0.9415, val_acc = 0.0100
d-step 35 epoch 1 : .......... average_loss = 0.1554, train_acc = 0.9378, val_acc = 0.0100
d-step 35 epoch 2 : .......... average_loss = 0.1522, train_acc = 0.9396, val_acc = 0.0100
d-step 35 epoch 3 : .......... average_loss = 0.1488, train_acc = 0.9424, val_acc = 0.0100
d-step 36 epoch 1 : .......... average_loss = 0.1532, train_acc = 0.9394, val_acc = 0.0100
d-step 36 epoch 2 : .......... average_loss = 0.1467, train_acc = 0.9435, val_acc = 0.0100
d-step 36 epoch 3 : .......... average_loss = 0.1448, train_acc = 0.9441, val_acc = 0.0100
d-step 37 epoch 1 : .......... average_loss = 0.1555, train_acc = 0.9399, val_acc = 0.0100
d-step 37 epoch 2 : .......... average_loss = 0.1513, train_acc = 0.9411, val_acc = 0.0100
d-step 37 epoch 3 : .......... average_loss = 0.1480, train_acc = 0.9431, val_acc = 0.0100
d-step 38 epoch 1 : .......... average_loss = 0.1580, train_acc = 0.9387, val_acc = 0.0100
d-step 38 epoch 2 : .......... average_loss = 0.1532, train_acc = 0.9408, val_acc = 0.0100
d-step 38 epoch 3 : .......... average_loss = 0.1493, train_acc = 0.9417, val_acc = 0.0100
d-step 39 epoch 1 : .......... average_loss = 0.1517, train_acc = 0.9403, val_acc = 0.0100
d-step 39 epoch 2 : .......... average_loss = 0.1489, train_acc = 0.9414, val_acc = 0.0100
d-step 39 epoch 3 : .......... average_loss = 0.1458, train_acc = 0.9431, val_acc = 0.0100
d-step 40 epoch 1 : .......... average_loss = 0.1500, train_acc = 0.9428, val_acc = 0.0100
d-step 40 epoch 2 : .......... average_loss = 0.1468, train_acc = 0.9448, val_acc = 0.0100
d-step 40 epoch 3 : .......... average_loss = 0.1419, train_acc = 0.9471, val_acc = 0.0100
d-step 41 epoch 1 : .......... average_loss = 0.1476, train_acc = 0.9432, val_acc = 0.0100
d-step 41 epoch 2 : .......... average_loss = 0.1423, train_acc = 0.9458, val_acc = 0.0100
d-step 41 epoch 3 : .......... average_loss = 0.1407, train_acc = 0.9459, val_acc = 0.0100
d-step 42 epoch 1 : .......... average_loss = 0.1407, train_acc = 0.9452, val_acc = 0.0100
d-step 42 epoch 2 : .......... average_loss = 0.1372, train_acc = 0.9482, val_acc = 0.0100
d-step 42 epoch 3 : .......... average_loss = 0.1337, train_acc = 0.9496, val_acc = 0.0100
d-step 43 epoch 1 : .......... average_loss = 0.1434, train_acc = 0.9440, val_acc = 0.0100
d-step 43 epoch 2 : .......... average_loss = 0.1380, train_acc = 0.9487, val_acc = 0.0100
d-step 43 epoch 3 : .......... average_loss = 0.1329, train_acc = 0.9495, val_acc = 0.0100
d-step 44 epoch 1 : .......... average_loss = 0.1397, train_acc = 0.9475, val_acc = 0.0100
d-step 44 epoch 2 : .......... average_loss = 0.1357, train_acc = 0.9492, val_acc = 0.0100
d-step 44 epoch 3 : .......... average_loss = 0.1341, train_acc = 0.9487, val_acc = 0.0100
d-step 45 epoch 1 : .......... average_loss = 0.1331, train_acc = 0.9506, val_acc = 0.0100
d-step 45 epoch 2 : .......... average_loss = 0.1282, train_acc = 0.9522, val_acc = 0.0100
d-step 45 epoch 3 : .......... average_loss = 0.1252, train_acc = 0.9539, val_acc = 0.0100
d-step 46 epoch 1 : .......... average_loss = 0.1389, train_acc = 0.9485, val_acc = 0.0100
d-step 46 epoch 2 : .......... average_loss = 0.1362, train_acc = 0.9500, val_acc = 0.0100
d-step 46 epoch 3 : .......... average_loss = 0.1306, train_acc = 0.9509, val_acc = 0.0100
d-step 47 epoch 1 : .......... average_loss = 0.1357, train_acc = 0.9489, val_acc = 0.0100
d-step 47 epoch 2 : .......... average_loss = 0.1296, train_acc = 0.9522, val_acc = 0.0100
d-step 47 epoch 3 : .......... average_loss = 0.1274, train_acc = 0.9537, val_acc = 0.0100
d-step 48 epoch 1 : .......... average_loss = 0.1380, train_acc = 0.9491, val_acc = 0.0100
d-step 48 epoch 2 : .......... average_loss = 0.1328, train_acc = 0.9508, val_acc = 0.0100
d-step 48 epoch 3 : .......... average_loss = 0.1289, train_acc = 0.9523, val_acc = 0.0100
d-step 49 epoch 1 : .......... average_loss = 0.1335, train_acc = 0.9516, val_acc = 0.0100
d-step 49 epoch 2 : .......... average_loss = 0.1288, train_acc = 0.9531, val_acc = 0.0100
d-step 49 epoch 3 : .......... average_loss = 0.1260, train_acc = 0.9547, val_acc = 0.0100
d-step 50 epoch 1 : .......... average_loss = 0.1260, train_acc = 0.9543, val_acc = 0.0100
d-step 50 epoch 2 : .......... average_loss = 0.1211, train_acc = 0.9568, val_acc = 0.0100
d-step 50 epoch 3 : .......... average_loss = 0.1199, train_acc = 0.9559, val_acc = 0.0100
