d-step 1 epoch 1 : .......... average_loss = 0.4060, train_acc = 0.8224, val_acc = 0.0198
d-step 41 epoch 3 : .......... average_loss = 0.1792, train_acc = 0.9274, val_acc = 0.0198
d-step 42 epoch 1 : .......... average_loss = 0.1827, train_acc = 0.9315, val_acc = 0.0198
d-step 42 epoch 2 : .......... average_loss = 0.1813, train_acc = 0.9278, val_acc = 0.0198
d-step 42 epoch 3 : .......... average_loss = 0.1778, train_acc = 0.9323, val_acc = 0.0198
d-step 43 epoch 1 : .......... average_loss = 0.1859, train_acc = 0.9264, val_acc = 0.0198
d-step 43 epoch 2 : .......... average_loss = 0.1809, train_acc = 0.9298, val_acc = 0.0198
d-step 43 epoch 3 : .......... average_loss = 0.1776, train_acc = 0.9299, val_acc = 0.0198
d-step 44 epoch 1 : .......... average_loss = 0.1838, train_acc = 0.9263, val_acc = 0.0198
d-step 44 epoch 2 : .......... average_loss = 0.1769, train_acc = 0.9318, val_acc = 0.0198
d-step 44 epoch 3 : .......... average_loss = 0.1740, train_acc = 0.9334, val_acc = 0.0198
d-step 45 epoch 1 : .......... average_loss = 0.1802, train_acc = 0.9307, val_acc = 0.0198
d-step 45 epoch 2 : .......... average_loss = 0.1767, train_acc = 0.9326, val_acc = 0.0198
d-step 45 epoch 3 : .......... average_loss = 0.1740, train_acc = 0.9327, val_acc = 0.0198
d-step 46 epoch 1 : .......... average_loss = 0.1751, train_acc = 0.9336, val_acc = 0.0198
d-step 46 epoch 2 : .......... average_loss = 0.1707, train_acc = 0.9335, val_acc = 0.0198
d-step 46 epoch 3 : .......... average_loss = 0.1678, train_acc = 0.9343, val_acc = 0.0198
d-step 47 epoch 1 : .......... average_loss = 0.1782, train_acc = 0.9302, val_acc = 0.0198
d-step 47 epoch 2 : .......... average_loss = 0.1706, train_acc = 0.9355, val_acc = 0.0198
d-step 47 epoch 3 : .......... average_loss = 0.1703, train_acc = 0.9334, val_acc = 0.0198
d-step 48 epoch 1 : .......... average_loss = 0.1694, train_acc = 0.9349, val_acc = 0.0198
d-step 48 epoch 2 : .......... average_loss = 0.1628, train_acc = 0.9373, val_acc = 0.0198
d-step 48 epoch 3 : .......... average_loss = 0.1606, train_acc = 0.9383, val_acc = 0.0198
d-step 49 epoch 1 : .......... average_loss = 0.1762, train_acc = 0.9313, val_acc = 0.0198
d-step 49 epoch 2 : .......... average_loss = 0.1707, train_acc = 0.9347, val_acc = 0.0198
d-step 49 epoch 3 : .......... average_loss = 0.1668, train_acc = 0.9359, val_acc = 0.0198
d-step 50 epoch 1 : .......... average_loss = 0.1695, train_acc = 0.9338, val_acc = 0.0198
d-step 50 epoch 2 : .......... average_loss = 0.1640, train_acc = 0.9374, val_acc = 0.0198
d-step 50 epoch 3 : .......... average_loss = 0.1620, train_acc = 0.9371, val_acc = 0.0198
